sentence,sentiment,polarity,subjectivity
"While our businesses are restructuring and growing more productive and competitive, too many of our people still can't be sure of having a job next year or even next month.","Sentiment(polarity=0.3, subjectivity=0.37777777777777777)",0.3,0.37777777777777777
"And far more than our material riches are threatened, things far more precious to us, our children, our families, our values.","Sentiment(polarity=0.33999999999999997, subjectivity=0.8)",0.34,0.8
Our civil life is suffering in America today.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Citizens are working together less and shouting at each other more.,"Sentiment(polarity=0.06944444444444446, subjectivity=0.3138888888888889)",0.06944444444444446,0.3138888888888889
The common bonds of community which have been the great strength of our country from its very beginning are badly frayed.,"Sentiment(polarity=2.7755575615628914e-17, subjectivity=0.5541666666666667)",2.7755575615628914e-17,0.5541666666666667
What are we to do about it?,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"More than 60 years ago, at the dawn of another new era, President Roosevelt told our Nation, ""New conditions impose new requirements on Government and those who conduct Government.""","Sentiment(polarity=0.22727272727272727, subjectivity=0.46590909090909094)",0.2272727272727273,0.4659090909090909
"And from that simple proposition, he shaped the New Deal, which helped to restore our Nation to prosperity and define the relationship between our people and their Government for half a century.","Sentiment(polarity=-0.010101010101010102, subjectivity=0.3261183261183261)",-0.010101010101010102,0.3261183261183261
That approach worked in its time.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"But we today, we face a very different time and very different conditions.","Sentiment(polarity=0.0, subjectivity=0.78)",0.0,0.78
We are moving from an industrial age built on gears and sweat to an information age demanding skills and learning and flexibility.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Our Government, once a champion of national purpose, is now seen by many as simply a captive of narrow interests, putting more burdens on our citizens rather than equipping them to get ahead.","Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5
The values that used to hold us all together seem to be coming apart.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
So tonight we must forge a new social compact to meet the challenges of this time.,"Sentiment(polarity=0.08484848484848484, subjectivity=0.2606060606060606)",0.08484848484848484,0.2606060606060606
"As we enter a new era, we need a new set of understandings, not just with Government but, even more important, with one another as Americans.","Sentiment(polarity=0.2931818181818182, subjectivity=0.6022727272727273)",0.2931818181818182,0.6022727272727273
That's what I want to talk with you about tonight.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
I call it the New Covenant.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545
"But it's grounded in a very, very old idea, that all Americans have not just a right but a solemn responsibility to rise as far as their God-given talents and determination can take them and to give something back to their communities and their country in return.","Sentiment(polarity=0.12892857142857142, subjectivity=0.44892857142857145)",0.12892857142857142,0.44892857142857145
Opportunity and responsibility: They go hand in hand.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We can't have one without the other.,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375
And our national community can't hold together without both.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Our New Covenant is a new set of understandings for how we can equip our people to meet the challenges of a new economy, how we can change the way our Government works to fit a different time, and, above all, how we can repair the damaged bonds in our society and come together behind our common purpose.","Sentiment(polarity=0.013636363636363634, subjectivity=0.4579545454545455)",0.013636363636363634,0.4579545454545455
"We must have dramatic change in our economy, our Government, and ourselves.","Sentiment(polarity=-0.4333333333333333, subjectivity=0.6)",-0.4333333333333333,0.6
"My fellow Americans, without regard to party, let us rise to the occasion.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Let us put aside partisanship and pettiness and pride.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"As we embark on this new course, let us put our country first, remembering that regardless of party label, we are all Americans.","Sentiment(polarity=0.19318181818181818, subjectivity=0.3939393939393939)",0.19318181818181815,0.3939393939393939
And let the final test of everything we do be a simple one: Is it good for the American people?,"Sentiment(polarity=0.175, subjectivity=0.4892857142857143)",0.175,0.4892857142857143
Let me begin by saying that we cannot ask Americans to be better citizens if we are not better servants.,"Sentiment(polarity=0.125, subjectivity=0.5)",0.125,0.5
"You made a good start by passing that law which applies to Congress all the laws you put on the private sector, and I was proud to sign it yesterday.","Sentiment(polarity=0.5, subjectivity=0.6583333333333333)",0.5,0.6583333333333333
But we have a lot more to do before people really trust the way things work around here.,"Sentiment(polarity=0.35, subjectivity=0.35)",0.35,0.35
Three times as many lobbyists are in the streets and corridors of Washington as were here 20 years ago.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
"The American people look at their Capital, and they see a city where the well-connected and the well-protected can work the system, but the interests of ordinary citizens are often left out.","Sentiment(polarity=-0.08333333333333333, subjectivity=0.16666666666666666)",-0.08333333333333333,0.16666666666666666
"As the new Congress opened its doors, lobbyists were still doing business as usual; the gifts, the trips, all the things that people are concerned about haven't stopped.","Sentiment(polarity=-0.05681818181818182, subjectivity=0.3522727272727273)",-0.05681818181818182,0.3522727272727273
Twice this month you missed opportunities to stop these practices.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"I know there were other considerations in those votes, but I want to use something that I've heard my Republican friends say from time to time, ""There doesn't have to be a law for everything.""","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375
So tonight I ask you to just stop taking the lobbyists' perks.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Just stop.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We don't have to wait for legislation to pass to send a strong signal to the American people that things are really changing.,"Sentiment(polarity=0.2111111111111111, subjectivity=0.3111111111111111)",0.2111111111111111,0.3111111111111111
"But I also hope you will send me the strongest possible lobby reform bill, and I'll sign that, too.","Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0
"We should require lobbyists to tell the people for whom they work what they're spending, what they want.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We should also curb the role of big money in elections by capping the cost of campaigns and limiting the influence of PAC's.,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1
"And as I have said for 3 years, we should work to open the airwaves so that they can be an instrument of democracy, not a weapon of destruction, by giving free TV time to candidates for public office.","Sentiment(polarity=0.13333333333333333, subjectivity=0.45555555555555555)",0.13333333333333333,0.4555555555555556
"When the last Congress killed political reform last year, it was reported in the press that the lobbyists actually stood in the Halls of this sacred building and cheered.","Sentiment(polarity=-0.04, subjectivity=0.06666666666666668)",-0.04,0.06666666666666668
"This year, let's give the folks at home something to cheer about.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"More important, I think we all agree that we have to change the way the Government works.","Sentiment(polarity=0.45, subjectivity=0.75)",0.45,0.75
"Let's make it smaller, less costly, and smarter; leaner, not meaner.","Sentiment(polarity=-0.08333333333333333, subjectivity=0.2833333333333333)",-0.08333333333333333,0.2833333333333333
"[Applause]
I just told the Speaker the equal time doctrine is alive and well.","Sentiment(polarity=0.05, subjectivity=0.325)",0.05,0.325
"[Laughter]
The New Covenant approach to governing is as different from the old bureaucratic way as the computer is from the manual typewriter.","Sentiment(polarity=0.07878787878787878, subjectivity=0.41818181818181815)",0.07878787878787878,0.41818181818181815
The old way of governing around here protected organized interests.,"Sentiment(polarity=0.1, subjectivity=0.2)",0.1,0.2
We should look out for the interests of ordinary people.,"Sentiment(polarity=-0.25, subjectivity=0.5)",-0.25,0.5
"The old way divided us by interest, constituency, or class.","Sentiment(polarity=0.1, subjectivity=0.2)",0.1,0.2
The New Covenant way should unite us behind a common vision of what's best for our country.,"Sentiment(polarity=0.10909090909090907, subjectivity=0.48863636363636365)",0.10909090909090907,0.4886363636363637
"The old way dispensed services through large, top-down, inflexible bureaucracies.","Sentiment(polarity=-0.02857142857142858, subjectivity=0.40952380952380957)",-0.02857142857142858,0.4095238095238096
"The New Covenant way should shift these resources and decisionmaking from bureaucrats to citizens, injecting choice and competition and individual responsibility into national policy.","Sentiment(polarity=0.06818181818181818, subjectivity=0.42727272727272725)",0.06818181818181818,0.4272727272727273
The old way of governing around here actually seemed to reward failure.,"Sentiment(polarity=-0.07222222222222223, subjectivity=0.20000000000000004)",-0.07222222222222223,0.20000000000000004
The New Covenant way should have built-in incentives to reward success.,"Sentiment(polarity=0.21818181818181817, subjectivity=0.22727272727272727)",0.21818181818181814,0.2272727272727273
The old way was centralized here in Washington.,"Sentiment(polarity=0.1, subjectivity=0.2)",0.1,0.2
The New Covenant way must take hold in the communities all across America.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545
And we should help them to do that.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Our job here is to expand opportunity, not bureaucracy, to empower people to make the most of their own lives, and to enhance our security here at home and abroad.","Sentiment(polarity=0.55, subjectivity=0.75)",0.55,0.75
We must not ask Government to do what we should do for ourselves.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We should rely on Government as a partner to help us to do more for ourselves and for each other.,"Sentiment(polarity=0.1875, subjectivity=0.4375)",0.1875,0.4375
"I hope very much that as we debate these specific and exciting matters, we can go beyond the sterile discussion between the illusion that there is somehow a program for every problem, on the one hand, and the other illusion that the Government is a source of every problem we have.","Sentiment(polarity=0.10875000000000001, subjectivity=0.39)",0.10875,0.39
Our job is to get rid of yesterday's Government so that our own people can meet today's and tomorrow's needs.,"Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0
And we ought to do it together.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"You know, for years before I became President, I heard others say they would cut Government and how bad it was, but not much happened.","Sentiment(polarity=-0.3999999999999999, subjectivity=0.43333333333333335)",-0.3999999999999999,0.43333333333333335
We actually did it.,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1
"We cut over a quarter of a trillion dollars in spending, more than 300 domestic programs, more than 100,000 positions from the Federal bureaucracy in the last 2 years alone.","Sentiment(polarity=0.25, subjectivity=0.2916666666666667)",0.25,0.2916666666666667
"Based on decisions already made, we will have cut a total of more than a quarter of a million positions from the Federal Government, making it the smallest it has been since John Kennedy was President, by the time I come here again next year.","Sentiment(polarity=0.16666666666666666, subjectivity=0.4166666666666667)",0.16666666666666666,0.4166666666666667
"Under the leadership of Vice President Gore, our initiatives have already saved taxpayers $63 billion.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"The age of the $500 hammer and the ashtray you can break on ""David Letterman"" is gone.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Deadwood programs, like mohair subsidies, are gone.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"We've streamlined the Agriculture Department by reducing it by more than 1,200 offices.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
We've slashed the small business loan form from an inch thick to a single page.,"Sentiment(polarity=-0.20714285714285716, subjectivity=0.3630952380952381)",-0.2071428571428572,0.3630952380952381
"We've thrown away the Government's 10,000page personnel manual.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"And the Government is working better in important ways: FEMA, the Federal Emergency Management Agency, has gone from being a disaster to helping people in disasters.","Sentiment(polarity=0.45, subjectivity=0.75)",0.45,0.75
"You can ask the farmers in the Middle West who fought the flood there or the people in California who have dealt with floods and earthquakes and fires, and they'll tell you that.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Government workers, working hand in hand with private business, rebuilt southern California's fractured freeways in record time and under budget.","Sentiment(polarity=0.0, subjectivity=0.1875)",0.0,0.1875
"And because the Federal Government moved fast, all but one of the 5,600 schools damaged in the earthquake are back in business.","Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3
"Now, there are a lot of other things that I could talk about.","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375
I want to just mention one because it will be discussed here in the next few weeks.,"Sentiment(polarity=-0.1, subjectivity=0.05)",-0.1,0.05
"University administrators all over the country have told me that they are saving weeks and weeks of bureaucratic time now because of our direct college loan program, which makes college loans cheaper and more affordable with better repayment terms for students, costs the Government less, and cuts out paperwork and bureaucracy for the Government and for the universities.","Sentiment(polarity=0.23333333333333336, subjectivity=0.36666666666666664)",0.23333333333333334,0.36666666666666653
We shouldn't cap that program.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We should give every college in America the opportunity to be a part of it.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Previous Government programs gathered dust.,"Sentiment(polarity=-0.16666666666666666, subjectivity=0.16666666666666666)",-0.16666666666666666,0.16666666666666666
The reinventing Government report is getting results.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
And we're not through.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
There's going to be a second round of reinventing Government.,"Sentiment(polarity=-0.1, subjectivity=0.2)",-0.1,0.2
"We propose to cut $130 billion in spending by shrinking departments, extending our freeze on domestic spending, cutting 60 public housing programs down to 3, getting rid of over 100 programs we do not need, like the Interstate Commerce Commission and the Helium Reserve Program.","Sentiment(polarity=-0.18888888888888888, subjectivity=0.3388888888888889)",-0.18888888888888888,0.3388888888888889
And we're working on getting rid of unnecessary regulations and making them more sensible.,"Sentiment(polarity=0.04999999999999999, subjectivity=0.7)",0.04999999999999999,0.7
The programs and regulations that have outlived their usefulness should go.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We have to cut yesterday's Government to help solve tomorrow's problems.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
And we need to get Government closer to the people it's meant to serve.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We need to help move programs down to the point where States and communities and private citizens in the private sector can do a better job.,"Sentiment(polarity=0.08611111111111111, subjectivity=0.38472222222222224)",0.08611111111111111,0.38472222222222224
"If they can do it, we ought to let them do it.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
We should get out of the way and let them do what they can do better.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
Taking power away from Federal bureaucracies and giving it back to communities and individuals is something everyone should be able to be for.,"Sentiment(polarity=0.25, subjectivity=0.3125)",0.25,0.3125
It's time for Congress to stop passing on to the States the cost of decisions we make here in Washington.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"I know there are still serious differences over the details of the unfunded mandates legislation, but I want to work with you to make sure we pass a reasonable bill which will protect the national interests and give justified relief where we need to give it.","Sentiment(polarity=0.19166666666666668, subjectivity=0.7638888888888888)",0.19166666666666668,0.7638888888888888
"For years, Congress concealed in the budget scores of pet spending projects.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Last year was no difference.,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0.0,0.06666666666666668
There was a $1 million to study stress in plants and $12 million for a tick removal program that didn't work.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
It's hard to remove ticks.,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",-0.2916666666666667,0.5416666666666666
Those of us who have had them know.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"[Laughter] But I'll tell you something, if you'll give me line-item veto, I'll remove some of that unnecessary spending.","Sentiment(polarity=-0.4, subjectivity=0.9)",-0.4,0.9
"But I think we should all remember, and almost all of us would agree, that Government still has important responsibilities.","Sentiment(polarity=0.4, subjectivity=1.0)",0.4,1.0
Our young people�we should think of this when we cut� our young people hold our future in their hands.,"Sentiment(polarity=0.06666666666666667, subjectivity=0.30833333333333335)",0.06666666666666668,0.3083333333333333
We still owe a debt to our veterans.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
And our senior citizens have made us what we are.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Now, my budget cuts a lot.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"But it protects education, veterans, Social Security, and Medicare, and I hope you will do the same thing.","Sentiment(polarity=0.016666666666666666, subjectivity=0.09583333333333333)",0.016666666666666666,0.09583333333333333
"You should, and I hope you will.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"And when we give more flexibility to the States, let us remember that there are certain fundamental national needs that should be addressed in every State, North and South, East and West: Immunization against childhood disease, school lunches in all our schools, Head Start, medical care and nutrition for pregnant women and infants, all these things, all these things are in the national interest.","Sentiment(polarity=0.2619047619047619, subjectivity=0.39285714285714285)",0.2619047619047619,0.3928571428571429
I applaud your desire to get rid of costly and unnecessary regulations.,"Sentiment(polarity=-0.4, subjectivity=0.9)",-0.4,0.9
"But when we deregulate, let's remember what national action in the national interest has given us: safer food for our families, safer toys for our children, safer nursing homes for our parents, safer cars and highways, and safer workplaces, cleaner air, and cleaner water.","Sentiment(polarity=0.1, subjectivity=0.1)",0.1,0.1
Do we need common sense and fairness in our regulations?,"Sentiment(polarity=-0.3, subjectivity=0.5)",-0.3,0.5
You bet we do.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
But we can have common sense and still provide for safe drinking water.,"Sentiment(polarity=0.1, subjectivity=0.5)",0.1,0.5
"We can have fairness and still clean up toxic dumps, and we ought to do it.","Sentiment(polarity=0.3666666666666667, subjectivity=0.7000000000000001)",0.3666666666666667,0.7000000000000001
Should we cut the deficit more?,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
"Well, of course we should.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Of course we should.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
But we can bring it down in a way that still protects our economic recovery and does not unduly punish people who should not be punished but instead should be helped.,"Sentiment(polarity=0.022222222222222213, subjectivity=0.24444444444444446)",0.022222222222222213,0.2444444444444445
I know many of you in this Chamber support the balanced budget amendment.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
I certainly want to balance the budget.,"Sentiment(polarity=0.21428571428571427, subjectivity=0.5714285714285714)",0.21428571428571427,0.5714285714285714
"Our administration has done more to bring the budget down and to save money than any in a very, very long time.","Sentiment(polarity=0.09314814814814815, subjectivity=0.43629629629629635)",0.09314814814814816,0.4362962962962964
"If you believe passing this amendment is the right thing to do, then you have to be straight with the American people.","Sentiment(polarity=0.1619047619047619, subjectivity=0.3119047619047619)",0.1619047619047619,0.3119047619047619
"They have a right to know what you're going to cut, what taxes you're going to raise, and how it's going to affect them.","Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)",0.2857142857142857,0.5357142857142857
We should be doing things in the open around here.,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5
"For example, everybody ought to know if this proposal is going to endanger Social Security.","Sentiment(polarity=0.03333333333333333, subjectivity=0.06666666666666667)",0.03333333333333333,0.06666666666666668
"I would oppose that, and I think most Americans would.","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5
Nothing has done more to undermine our sense of common responsibility than our failed welfare system.,"Sentiment(polarity=-0.09999999999999999, subjectivity=0.43333333333333335)",-0.1,0.43333333333333335
This is one of the problems we have to face here in Washington in our New Covenant.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.4545454545454545
It rewards welfare over work.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
It undermines family values.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
It lets millions of parents get away without paying their child support.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
It keeps a minority but a significant minority of the people on welfare trapped on it for a very long time.,"Sentiment(polarity=0.03666666666666666, subjectivity=0.465)",0.03666666666666666,0.465
"I've worked on this problem for a long time, nearly 15 years now.","Sentiment(polarity=0.025, subjectivity=0.4)",0.025,0.4
"As a Governor, I had the honor of working with the Reagan administration to write the last welfare reform bill back in 1988.","Sentiment(polarity=0.0, subjectivity=0.03333333333333333)",0.0,0.03333333333333333
"In the last 2 years, we made a good start at continuing the work of welfare reform.","Sentiment(polarity=0.35, subjectivity=0.33333333333333337)",0.35,0.33333333333333337
Our administration gave two dozen States the right to slash through Federal rules and regulations to reform their own welfare systems and to try to promote work and responsibility over welfare and dependency.,"Sentiment(polarity=0.44285714285714284, subjectivity=0.7678571428571428)",0.4428571428571429,0.7678571428571428
Last year I introduced the most sweeping welfare reform plan ever presented by an administration.,"Sentiment(polarity=0.25, subjectivity=0.2833333333333333)",0.25,0.2833333333333333
"We have to make welfare what it was meant to be, a second chance, not a way of life.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"We have to help those on welfare move to work as quickly as possible, to provide child care and teach them skills, if that's what they need, for up to 2 years.","Sentiment(polarity=0.0, subjectivity=1.0)",0.0,1.0
"And after that, there ought to be a simple, hard rule: Anyone who can work must go to work.","Sentiment(polarity=-0.14583333333333334, subjectivity=0.44940476190476186)",-0.14583333333333334,0.44940476190476186
"If a parent isn't paying child support, they should be forced to pay.","Sentiment(polarity=-0.30000000000000004, subjectivity=0.2)",-0.30000000000000004,0.2
"We should suspend drivers' license, track them across State lines, make them work off what they owe.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
That is what we should do.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"Governments do not raise children, people do.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
And the parents must take responsibility for the children they bring into this world.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"I want to work with you, with all of you, to pass welfare reform.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"But our goal must be to liberate people and lift them up from dependence to independence, from welfare to work, from mere childbearing to responsible parenting.","Sentiment(polarity=-0.15, subjectivity=0.525)",-0.15,0.525
Our goal should not be to punish them because they happen to be poor.,"Sentiment(polarity=-0.4, subjectivity=0.6)",-0.4,0.6
"We should, we should require work and mutual responsibility.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"But we shouldn't cut people off just because they're poor, they're young, or even because they're unmarried.","Sentiment(polarity=-0.15000000000000002, subjectivity=0.5)",-0.15000000000000002,0.5
"We should promote responsibility by requiring young mothers to live at home with their parents or in other supervised settings, by requiring them to finish school.","Sentiment(polarity=0.03712121212121212, subjectivity=0.425)",0.03712121212121212,0.425
But we shouldn't put them and their children out on the street.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
"And I know all the arguments, pro and con, and I have read and thought about this for a long time.","Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4
I still don't think we can in good conscience punish poor children for the mistakes of their parents.,"Sentiment(polarity=0.14999999999999997, subjectivity=0.6000000000000001)",0.14999999999999994,0.6000000000000001
"My fellow Americans, every single survey shows that all the American people care about this without regard to party or race or region.","Sentiment(polarity=-0.03571428571428571, subjectivity=0.10714285714285714)",-0.03571428571428571,0.10714285714285714
So let this be the year we end welfare as we know it.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
But also let this be the year that we are all able to stop using this issue to divide America.,"Sentiment(polarity=0.5, subjectivity=0.625)",0.5,0.625
"No one is more eager to end welfare� [applause]�I may be the only President who has actually had the opportunity to sit in a welfare office, who's actually spent hours and hours talking to people on welfare.","Sentiment(polarity=0.1, subjectivity=0.42500000000000004)",0.1,0.425
